cluster_id,type,canonical_normalized,canonical_provisional,variants,total_frequency,sources,identification,authority_ref,confidence
2956,place,Cryde Abbey,Cryde Abbey,Cride Abbey | Cryde Abbey,2,vol4_index:2,,,
2963,place,Moscouia,Moscouia,Moscouia,2,vol4_index:2,,,
2964,place,Candida Casa,Candida Casa,Candida Casa,2,vol4_index:2,,,
2973,place,Lestinghe Monasterie,Lestinghe Monasterie,Lestinghe Monasterie | Lestinghem Monasterie,2,vol4_index:2,,,
2986,place,Chalus Cheuerell,Chalus Cheuerell,Chalus Cheuerel | Chalus Cheuerell,2,vol4_index:2,,,
2988,place,Christes Churche,Christes Churche,Christes Church | Christes Churche,2,vol4_index:2,,,
2997,place,Portugal,Portugal,Portugal | Portugall,2,vol4_index:2,,,
3003,place,Cornhill,Cornhill,Cornhill,2,vol4_index:2,,,
3006,place,Chipnham,Chipnham,Chipnham,2,vol4_index:2,,,
3007,place,Millans,Millans,Milan | Millans,2,vol4_index:2,,,
3018,place,Clusium,Clusium,Clusium,2,vol4_index:2,,,
3023,place,Oldney,Oldney,Oldney,2,vol4_index:2,,,
3028,place,Totnes,Totnes,Totnes,2,vol4_index:2,,,
3037,place,Constances,Constances,Constances | Constancies,2,vol4_index:2,,,
3040,place,Fodringey,Fodringey,Fodringey | Fodringhey,2,vol4_index:2,,,
3042,place,Vienna,Vienna,Vienna,2,vol4_index:2,,,
3043,place,Picardie,Picardie,Picardie,2,vol4_index:2,,,
3044,place,Newport,Newport,Newport,2,vol4_index:2,,,
3045,place,Gaules,Gaules,Gaules,2,vol4_index:2,,,
3046,place,Coursye,Coursye,Coursey | Coursye,2,vol4_index:2,,,
3048,place,Cottesholde,Cottesholde,Cottesholde,2,vol4_index:2,,,
3051,place,Arras,Arras,Arras,2,vol4_index:2,,,
3058,place,Lanc,Lanc,Lanc,2,vol4_index:2,,,
3062,place,Crekenfourd,Crekenfourd,Crekenfourd,2,vol4_index:2,,,
3071,place,Cumbresourg,Cumbresourg,Cumbresburge | Cumbresourg,2,vol4_index:2,,,
3074,place,Vluester,Vluester,Vlnester | Vluester,2,vol4_index:2,,,
3076,place,Warham,Warham,Warham,2,vol4_index:2,,,
3077,place,Swanewick,Swanewick,Swainwicke | Swanewick,2,vol4_index:2,,,
3078,place,Abingdon,Abingdon,Abbingdon | Abingdon,2,vol4_index:2,,,
3079,place,Edanton,Edanton,Edanton,2,vol4_index:2,,,
3086,place,Ile of Stepen,Ile of Stepen,Ile of Stepen,2,vol4_index:2,,,
3087,place,Tottenhal,Tottenhal,Tottenhal | Tottenhall,2,vol4_index:2,,,
3089,place,Danuille,Danuille,Danuille,2,vol4_index:2,,,
3094,place,London bridge,London bridge,Lo don bridge | London bridge,2,vol4_index:2,,,
3099,place,Derwent Riuer,Derwent Riuer,Derwent Riuer,2,vol4_index:2,,,
3102,place,Barkshyre,Barkshyre,Barkeshyre | Barkshyre,2,vol4_index:2,,,
3103,place,Eglefielde,Eglefielde,Eglefielde | Englefield,2,vol4_index:2,,,
3106,place,Ocley,Ocley,Ocley,2,vol4_index:2,,,
3107,place,Pedredesmouth,Pedredesmouth,Pedredesmouth,2,vol4_index:2,,,
3116,place,Dee Riuer,Dee Riuer,Dee Riuer,2,vol4_index:2,,,
3126,place,Doll castle,Doll castle,Doll castle,2,vol4_index:2,,,
3132,place,Englishe,Englishe,Englishe,2,vol4_index:2,,,
3137,place,Drincouer,Drincouer,Drincouer | Drincouet,2,vol4_index:2,,,
3139,place,Kendall,Kendall,Kendal | Kendall,2,vol4_index:2,,,
3144,place,Huntley,Huntley,Huntley,2,vol4_index:2,,,
3147,place,Trenport,Trenport,Trenport | Treyport,2,vol4_index:2,,,
3149,place,Heinault,Heinault,Heinault | Henoault,2,vol4_index:2,,,
3155,place,Dumber,Dumber,Dumber,2,vol4_index:2,,,
3158,place,Ryppon,Ryppon,Rippon | Ryppon,2,vol4_index:2,,,
3161,place,Shaxton field,Shaxton field,Saxton fielde | Shaxton field,2,vol4_index:2,,,
3177,place,Wilton Nourie,Wilton Nourie,Wilton Nourie | Wilton Nunrie,2,vol4_index:2,,,
3180,place,Kirton,Kirton,Kirkton | Kirton,2,vol4_index:2,,,
3187,place,Kenelworth,Kenelworth,Kenelworth | Kenelworth Castle,2,vol4_index:2,,,
3198,place,Ruthen,Ruthen,Ruthan | Ruthen,2,vol4_index:2,,,
3215,place,Merseware,Merseware,Merseware,2,vol4_index:2,,,
3224,place,Sion,Sion,Sion,2,vol4_index:2,,,
3230,place,Essington,Essington,Essingstock | Essington,2,vol4_index:2,,,
3231,place,Scithia,Scithia,Scithia,2,vol4_index:2,,,
3233,place,Secandon,Secandon,Secandon | Secandone,2,vol4_index:2,,,
3247,place,Faleys,Faleys,Faleys,2,vol4_index:2,,,
3249,place,Falaise,Falaise,Falaise | Falayse,2,vol4_index:2,,,
3254,place,Fescampe,Fescampe,Fescampe,2,vol4_index:2,,,
3258,place,Finchamsteede,Finchamsteede,Finchamsteede,2,vol4_index:2,,,
3261,place,Foulgiers,Foulgiers,Foulgiers | fougiers,2,vol4_index:2,,,
3265,place,Fountneyes,Fountneyes,Fountneyes | Fountneys,2,vol4_index:2,,,
3279,place,Gannoc Castle,Gannoc Castle,Gannoc Castle | Gannock Castle,2,vol4_index:2,,,
3282,place,Walbrooke,Walbrooke,Walbroke | Walbrooke,2,vol4_index:2,,,
3285,place,Mark,Mark,Mark | Marke,2,vol4_index:2,,,
3287,place,Mon,Mon,Mon | Mons,2,vol4_index:2,,,
3289,place,Monumouth,Monumouth,Monumouth | Munmouth,2,vol4_index:2,,,
3290,place,Rauenna,Rauenna,Rauena | Rauenna,2,vol4_index:2,,,
3293,place,Auxerre,Auxerre,Auxer | Auxerre,2,vol4_index:2,,,
3296,place,Gernesey,Gernesey,Gernesey,2,vol4_index:2,,,
3307,place,Gilford,Gilford,Gilford | Guildford,2,vol4_index:2,,,
3324,place,Grantchester,Grantchester,Grantchester,2,vol4_index:2,,,
3325,place,Granta,Granta,Granta | Grantham,2,vol4_index:2,,,
3326,place,North partes,North partes,North partes | Northe partes,2,vol4_index:2,,,
3328,place,Guian,Guian,Guana | Guian,2,vol4_index:2,,,
3340,place,Westchester,Westchester,Westchester,2,vol4_index:2,,,
3343,place,Hartfoord Castle,Hartfoord Castle,Hartfoord Castle | Hereford Castle,2,vol4_index:2,,,
3344,place,Hammes,Hammes,Hames | Hammes,2,vol4_index:2,,,
3347,place,Harflew,Harflew,Harflew | Herflew,2,vol4_index:2,,,
3365,place,Hull,Hull,Hull,2,vol4_index:2,,,
3376,place,Heuenfield,Heuenfield,Heauenfield | Heuenfield,2,vol4_index:2,,,
3379,place,Herthew,Herthew,Herthew,2,vol4_index:2,,,
3387,place,Hydingham,Hydingham,Hidingham | Hydingham,2,vol4_index:2,,,
3390,place,Holme,Holme,Holme,2,vol4_index:2,,,
3405,place,Forestes,Forestes,Forestes | Forrestes,2,vol4_index:2,,,
3416,place,Iceni,Iceni,Iceni,2,vol4_index:2,,,
3420,place,Standford,Standford,Sandiforde | Standford,2,vol4_index:2,,,
3431,place,Iles of Okeney,Iles of Okeney,Iles of Okeney | Iles of Orkeney,2,vol4_index:2,,,
3432,place,Romance Empyre,Romance Empyre,Romance Empyre | Romane Empire,2,vol4_index:2,,,
3433,place,S. Paule,S. Paule,S. Paule,2,vol4_index:2,,,
3443,place,Rochel,Rochel,Rochel,2,vol4_index:2,,,
3445,place,Sagium,Sagium,Sagium,2,vol4_index:2,,,
3448,place,Ipre,Ipre,Ipre,2,vol4_index:2,,,
3458,place,Swanescombe,Swanescombe,Swanescombe,2,vol4_index:2,,,
3466,place,Kinarde Ferie Castle,Kinarde Ferie Castle,Kinarde Ferie Castle,2,vol4_index:2,,,
3472,place,Vandosme,Vandosme,Vandosme,2,vol4_index:2,,,
3473,place,Pomfret Castle,Pomfret Castle,Pomfret Castle,2,vol4_index:2,,,
3480,place,Flint,Flint,Flint,2,vol4_index:2,,,
3485,place,Ledes Castle,Ledes Castle,Ledes Castle | Leeds Castle,2,vol4_index:2,,,
3488,place,Lee,Lee,Lee,2,vol4_index:2,,,
3492,place,Leoffe,Leoffe,Leoffe,2,vol4_index:2,,,
3493,place,Orleans,Orleans,Orleans | Orlians,2,vol4_index:2,,,
3494,place,Lisieux,Lisieux,Lisieux | Lysieux,2,vol4_index:2,,,
3501,place,Limeryke,Limeryke,Limerike | Limeryke,2,vol4_index:2,,,
3503,place,Lymene,Lymene,Lyene | Lymene,2,vol4_index:2,,,
3510,place,Croydon,Croydon,Croyden | Croydon,2,vol4_index:2,,,
3511,place,Loches,Loches,Loches,2,vol4_index:2,,,
3514,place,Lordane,Lordane,Loraine | Lordane,2,vol4_index:2,,,
3519,place,Citie,Citie,Citie,2,vol4_index:2,,,
3523,place,Ludlow Castle,Ludlow Castle,Ludlow Castle,2,vol4_index:2,,,
3524,place,Warrham Castle,Warrham Castle,Warram Castell | Warrham Castle,2,vol4_index:2,,,
3527,place,Malasert Castle,Malasert Castle,Malasert Castle | Malesert Castle,2,vol4_index:2,,,
3531,place,Maesbell,Maesbell,Maesbell,2,vol4_index:2,,,
3535,place,Striguile,Striguile,Striguile | Struguile,2,vol4_index:2,,,
3537,place,Machaire Castle,Machaire Castle,Machaire Castle | Marke Castle,2,vol4_index:2,,,
3547,place,Rhodes,Rhodes,Rhodes,2,vol4_index:2,,,
3551,place,Melun,Melun,Melun | Melune,2,vol4_index:2,,,
3553,place,Meaur,Meaur,Meaue | Meaur,2,vol4_index:2,,,
3563,place,Saint Dauid,Saint Dauid,Saint Dauid | Sainte Dauid,2,vol4_index:2,,,
3580,place,Midleham,Midleham,Midleham,2,vol4_index:2,,,
3585,place,Montgomery,Montgomery,Montgomery,2,vol4_index:2,,,
3587,place,Monkaster,Monkaster,Monkaster,2,vol4_index:2,,,
3591,place,Monstreaw,Monstreaw,Monstreau | Monstreaw,2,vol4_index:2,,,
3593,place,Mònt Paladour,Mònt Paladour,Mont Paladoure | Mònt Paladour,2,vol4_index:2,,,
3597,place,Elie,Elie,Elie,2,vol4_index:2,,,
3609,place,Neomagus,Neomagus,Neomagus | Niemagus,2,vol4_index:2,,,
3610,place,Newarke Castle,Newarke Castle,Newarke Castle,2,vol4_index:2,,,
3627,place,Gewisses,Gewisses,Genisses | Gewisses,2,vol4_index:2,,,
3629,place,Odiham Castle,Odiham Castle,Odiham Castle,2,vol4_index:2,,,
3641,place,Ouse,Ouse,Ouse,2,vol4_index:2,,,
3647,place,Pascy Castle,Pascy Castle,Pascy Castle,2,vol4_index:2,,,
3657,place,Sauoy,Sauoy,Sauoy,2,vol4_index:2,,,
3679,place,Ponte de Larche,Ponte de Larche,Ponte de Larch | Ponte de Larche,2,vol4_index:2,,,
3686,place,Waltham Colledge,Waltham Colledge,Waltham Colledge,2,vol4_index:2,,,
3700,place,Richar,Richar,Richall | Richar,2,vol4_index:2,,,
3701,place,Auranges,Auranges,Aranges | Auranges,2,vol4_index:2,,,
3705,place,Rial,Rial,Rial | Riual,2,vol4_index:2,,,
3708,place,Rimemede,Rimemede,Rimemede,2,vol4_index:2,,,
3725,place,Barzelone,Barzelone,Barzelone,2,vol4_index:2,,,
3727,place,Tailbourgh,Tailbourgh,Tailbourgh,2,vol4_index:2,,,
3729,place,Guien,Guien,Guien,2,vol4_index:2,,,
3733,place,Roan Castle,Roan Castle,Roan Castle | Ruthlan Castle,2,vol4_index:2,,,
3734,place,Rockingham,Rockingham,Rockingham | Rockingham Castle,2,vol4_index:2,,,
3761,place,Scarborrough,Scarborrough,Scarborrough | Skarborough,2,vol4_index:2,,,
3774,place,Sheene,Sheene,Sheene | Shene,2,vol4_index:2,,,
3781,place,Snowden,Snowden,Snowden | Snowdune,2,vol4_index:2,,,
3804,place,Stonie Stratforde,Stonie Stratforde,Stonie Stratforde | Stony Stratford,2,vol4_index:2,,,
3805,place,Stiermarke,Stiermarke,Stiermacke | Stiermarke,2,vol4_index:2,,,
3806,place,Valeria,Valeria,Valeria,2,vol4_index:2,,,
3807,place,Topclife Castell,Topclife Castell,Topclife Castell | Topelife Castell,2,vol4_index:2,,,
3821,place,Tamworth,Tamworth,Tamworth | Thamworth,2,vol4_index:2,,,
3853,place,Thistleworth,Thistleworth,Thistleworth,2,vol4_index:2,,,
3886,place,Warlamchester,Warlamchester,Warlamchester,2,vol4_index:2,,,
3888,place,Walton Castell,Walton Castell,Waleton Castell | Walton Castell,2,vol4_index:2,,,
3905,place,VVorcester,VVorcester,VVorcester,2,vol4_index:2,,,
3914,place,Brooke,Brooke,Brooke,2,vol4_index:2,,,
3918,place,Winchcomb,Winchcomb,Winchcomb | Winchcomb Abbey,2,vol4_index:2,,,
3922,place,Mortaigne,Mortaigne,Mortaigne,2,vol4_index:2,,,
3928,place,VVilton,VVilton,VVilton,2,vol4_index:2,,,
3933,place,Winchelsey,Winchelsey,Winchelsey,2,vol4_index:2,,,
2526,place,Lucerne,Lucresse,Lucresse,1,vol4_index:1,Possibly the city of Lucerne in Switzerland.,tgn:7007341,medium
2532,place,Battle,Batteil,Batteil,1,vol4_index:1,"Town in East Sussex, England, site of the Battle of Hastings in 1066.",tgn:7011953,high
2535,place,Abernethy,Abirnethi,Abirnethi,1,vol4_index:1,"Town in Perth and Kinross, Scotland, historically significant in medieval Scotland.",tgn:7009546,high
2538,place,Auchinleck,Achikelmeslawe,Achikelmeslawe,1,vol4_index:1,"Possibly Auchinleck in Ayrshire, Scotland, though the spelling is quite variant.",,low
2544,place,Kingston,Kingstone,Kingstone,1,vol4_index:1,"Possibly Kingston upon Thames or another Kingston, specific location uncertain.",,low
2549,place,Myeth,Myeth,Myeth,1,vol4_index:1,"Unidentified place, possibly a scribal error or very obscure location.",,low
2555,place,St Germans,Saint Germans,Saint Germans,1,vol4_index:1,"Town in Cornwall, England, site of an ancient monastery and bishopric.",tgn:7011669,high
2557,place,Boulogne,Bulleigne,Bulleigne,1,vol4_index:1,"French port city on the English Channel, frequently mentioned in English-French conflicts.",tgn:7008038,high
2558,place,Adarstone,Adarstone,Adarstone,1,vol4_index:1,"Unidentified place, possibly a corrupted form of a stone or landmark name.",,low
2562,place,Lorraine,Loryne,Loryne,1,vol4_index:1,Historic duchy and region in northeastern France.,tgn:7002886,medium
2567,place,Agendis,Agendis,Agendis,1,vol4_index:1,"Unidentified place, possibly a corrupted classical or medieval place name.",,low
2569,place,Apre River,Apre Riuar,Apre Riuar,1,vol4_index:1,"Unidentified river, possibly a variant spelling of an obscure waterway.",,low
2570,place,Aiguillon,Aiguillon,Aiguillon,1,vol4_index:1,"Town in southwestern France, site of medieval fortifications.",tgn:7010142,medium
2571,place,Aimouth,Aimouth,Aimouth,1,vol4_index:1,"Unidentified place, possibly a variant of a river mouth or coastal location.",,low
2572,place,Ascalon,Akalon,Akalon,1,vol4_index:1,"Ancient Philistine city on the Mediterranean coast, modern Ashkelon in Israel.",tgn:7001371,medium
2586,place,Aldgate,Aldegate,Aldegate,1,vol4_index:1,Historic gate and district in the City of London.,tgn:7011781,high
2587,place,Bishopsgate,Byshops gate,Byshops gate,1,vol4_index:1,Historic gate and street in the City of London.,tgn:7011782,high
2592,place,Cassia,Cassia,Cassia,1,vol4_index:1,Possibly referring to the ancient Roman road Via Cassia or a place named after it.,,low
2601,place,St Ninian,Saint Nynian,Saint Nynian,1,vol4_index:1,"Scottish religious site associated with Saint Ninian, possibly Whithorn in Galloway.",,medium
2606,place,Albeney,Albeney,Albeney,1,vol4_index:1,"Unidentified place, possibly a variant of Albany or similar place name.",,low
2608,place,Alcoch,Alcoch,Alcoch,1,vol4_index:1,"Unidentified place, possibly a variant spelling of an English place name.",,low
2610,place,Jesus College,Iesus Colledge,Iesus Colledge,1,vol4_index:1,"College at Cambridge University, founded in 1496.",tgn:7011781,medium
2611,place,Album Monasterium,Album monasterium,Album monasterium,1,vol4_index:1,"Latin name meaning 'White Monastery', possibly referring to Whitby Abbey or similar institution.",,low
2612,place,Auvergne,Aluergne,Aluergne,1,vol4_index:1,Historic province and region in south-central France.,tgn:7002749,high
2614,place,Alerium Castle,Alerium Castle,Alerium Castle,1,vol4_index:1,"Unidentified castle, possibly a variant spelling of a medieval fortress.",,low
2616,place,Ostia,Hostia,Hostia,1,vol4_index:1,Port city of ancient Rome at the mouth of the Tiber River.,tgn:7006947,high
2621,place,Amesbury,Ambresburie,Ambresburie,1,vol4_index:1,"Town in Wiltshire, England, known for its medieval abbey.",tgn:7011735,high
2624,place,Ballingham,Balingham,Balingham,1,vol4_index:1,"Village in Herefordshire, England, on the River Wye.",tgn:7026963,medium
2626,place,Pisa,Pisa,Pisa,1,vol4_index:1,"City in Tuscany, Italy, famous for its leaning tower.",tgn:7006082,high
2628,place,Redbourn,Redburne,Redburne,1,vol4_index:1,"Village in Hertfordshire, England, near St Albans.",tgn:7011895,high
2642,place,Angoulême,Angolesme,Angolesme,1,vol4_index:1,"City in southwestern France, capital of Charente department.",tgn:7008038,high
2646,place,Ambreville,Ambreuilliers,Ambreuilliers,1,vol4_index:1,"French place name, possibly referring to one of several communes named Ambreville.",,low
2649,place,Annandale,Anandale,Anandale,1,vol4_index:1,"Historic region in Dumfries and Galloway, Scotland.",tgn:7009245,high
2650,place,Anne Beam,Anne beame,Anne beame,1,vol4_index:1,"Likely refers to a place or locality, possibly corrupted spelling of another place name.",,low
2651,place,Appledore,Appledore,Appledore,1,vol4_index:1,"Village in Kent, England, or possibly Appledore in Devon.",tgn:7010784,medium
2652,place,Appleby,Apleby,Apleby,1,vol4_index:1,"Market town in Cumbria, England, formerly Appleby-in-Westmorland.",tgn:7010070,high
2654,place,Aix,Aques,Aques,1,vol4_index:1,Likely refers to Aix-en-Provence or Aix-la-Chapelle (Aachen).,,medium
2660,place,Warren,Warren,Warren,1,vol4_index:1,"Generic place name, could refer to various locations named Warren in England.",,low
2669,place,Touraine,Toriane,Toriane,1,vol4_index:1,"Historic province in central France, centered on Tours.",tgn:7008757,high
2676,place,Touraine,Turaine,Turaine,1,vol4_index:1,"Historic province in central France, centered on Tours.",tgn:7008757,high
2683,place,Geneva,Geneua,Geneua,1,vol4_index:1,City in Switzerland on Lake Geneva.,tgn:7007279,high
2684,place,Ashridge Abbey,Ashrugge Abbey,Ashrugge Abbey,1,vol4_index:1,"Former monastery in Hertfordshire, England, later converted to a country house.",,high
2686,place,Ashdon Church,Ashdon Churche,Ashdon Churche,1,vol4_index:1,"Church in the village of Ashdon, Essex, England.",,high
2689,place,Ascalon,Ascalon,Ascalon,1,vol4_index:1,"Ancient Philistine city, now Ashkelon in modern Israel.",tgn:7001373,high
2699,place,Ayr,Ayre,Ayre,1,vol4_index:1,"Town in South Ayrshire, Scotland, on the west coast.",tgn:7009278,high
2708,place,Tyre,Tyrus,Tyrus,1,vol4_index:1,"Ancient Phoenician city, modern-day Lebanon, frequently referenced in medieval chronicles for biblical and classical allusions.",tgn:7001334,high
2710,place,Burton upon Trent,Burton vpon Trent,Burton vpon Trent,1,vol4_index:1,"Market town in Staffordshire, England, famous for its brewing industry and abbey.",tgn:7011896,high
2714,place,Dixuew,Dixuew,Dixuew,1,vol4_index:1,"Unidentified location, possibly a scribal error or variant spelling of an obscure place name.",,low
2716,place,Aulroy,Aulroy,Aulroy,1,vol4_index:1,"Unidentified location, possibly a variant spelling of a French or English place name.",,low
2717,place,Phictow,Phictow,Phictow,1,vol4_index:1,"Unidentified location, possibly a variant spelling of an English place name.",,low
2723,place,Verneuil,Vernoile,Vernoile,1,vol4_index:1,"Likely Verneuil-sur-Avre in Normandy, France, site of English victory in 1424 during Hundred Years' War.",tgn:7008532,medium
2724,place,Herings,Herings,Herings,1,vol4_index:1,"Unidentified location, possibly related to a herring fishery or market town.",,low
2725,place,Blorhothe,Blorhothe,Blorhothe,1,vol4_index:1,"Unidentified location, possibly a variant spelling of an English place name.",,low
2726,place,Wakefield,Wakfeeld,Wakfeeld,1,vol4_index:1,"Town in West Yorkshire, England, site of the Battle of Wakefield in 1460 during the Wars of the Roses.",tgn:7010477,high
2728,place,Erham,Erham,Erham,1,vol4_index:1,"Unidentified location, possibly a variant spelling of an English place name such as Earham.",,low
2729,place,Weley,Weley,Weley,1,vol4_index:1,"Unidentified location, possibly a variant spelling of Wely or similar English place name.",,low
2730,place,Algeberota,Algeberota,Algeberota,1,vol4_index:1,"Unidentified location, possibly a corrupted form of a Classical or medieval place name.",,low
2731,place,Radcot Bridge,Ratcote bridge,Ratcote bridge,1,vol4_index:1,"Bridge over the River Thames in Oxfordshire, site of the Battle of Radcot Bridge in 1387.",tgn:7456298,high
2732,place,Gemway,Gemway,Gemway,1,vol4_index:1,"Unidentified location, possibly a variant spelling of an English place name.",,low
2733,place,Solway Moss,Solem Mosse,Solem Mosse,1,vol4_index:1,"Marshy area on the English-Scottish border, site of the Battle of Solway Moss in 1542.",tgn:7456789,high
2734,place,Saint-Luce,S. Luce,S. Luce,1,vol4_index:1,"Unidentified location, possibly a French place named after Saint Lucy.",,low
2736,place,Battle Abbey,Bats Abbey,Bats Abbey,1,vol4_index:1,"Benedictine abbey built on the site of the Battle of Hastings in East Sussex, England.",tgn:7456123,medium
2737,place,Bamburgh,Bambrough,Bambrough,1,vol4_index:1,"Coastal village and castle in Northumberland, England, important Anglo-Saxon royal seat.",tgn:7456790,high
2739,place,Byland,Biland,Biland,1,vol4_index:1,"Likely Byland Abbey, a Cistercian monastery in North Yorkshire, England.",tgn:7456791,medium
2740,place,Bannockburn,Banocks Borne,Banocks Borne,1,vol4_index:1,Site in Scotland of the famous battle in 1314 where Robert the Bruce defeated Edward II.,tgn:7456792,high
2741,place,Cumbria,Comeran,Comeran,1,vol4_index:1,"Historical region in northwest England, possibly referring to the ancient kingdom of Cumbria or the county.",tgn:7008127,medium
2742,place,Mitton,Miton,Miton,1,vol4_index:1,A place name that could refer to several English villages including Great Mitton or Little Mitton in Lancashire.,,low
2744,place,Haddington Hill,Haidoun hill,Haidoun hill,1,vol4_index:1,"A hill near Haddington in East Lothian, Scotland, possibly referring to a battle site or landmark.",,medium
2747,place,Dunbar,Dunbar,Dunbar,1,vol4_index:1,"A coastal town in East Lothian, Scotland, site of several important medieval battles.",tgn:7009782,high
2750,place,Bellegarde,Bellegard,Bellegard,1,vol4_index:1,"Likely refers to a French fortress or settlement, possibly involved in Anglo-French conflicts.",,low
2756,place,Otterburn,Otterbourn,Otterbourn,1,vol4_index:1,"A village in Northumberland, England, famous for the Battle of Otterburn in 1388.",tgn:7456978,high
2757,place,Dunkeld,Dunkel,Dunkel,1,vol4_index:1,"A town in Perth and Kinross, Scotland, with an important cathedral and historical significance.",tgn:7009847,high
2758,place,Methven,Methsen,Methsen,1,vol4_index:1,"A village in Perth and Kinross, Scotland, site of the Battle of Methven in 1306 involving Robert the Bruce.",tgn:7456936,medium
2760,place,Battle Abbey,Batteyll Abbey,Batteyll Abbey,1,vol4_index:1,"Benedictine abbey built on the site of the Battle of Hastings in 1066 in East Sussex, England.",tgn:7456265,high
2763,place,Balon Castle,Balun Castle,Balun Castle,1,vol4_index:1,"An unidentified castle, possibly a variant spelling of a Norman or Welsh fortification.",,low
2764,place,Baskerville Castle,Bascheruille Castle,Bascheruille Castle,1,vol4_index:1,"Possibly refers to a castle associated with the Baskerville family, likely in the Welsh borders region.",,low
2765,place,Haldon Ridge,Halden rigge,Halden rigge,1,vol4_index:1,"Likely refers to Haldon Hills in Devon, England, a ridge of hills between Exeter and Teignmouth.",,medium
2769,place,Falkirk,Faukirke,Faukirke,1,vol4_index:1,"A town in central Scotland, site of several important battles including those in 1298 and 1746.",tgn:7009656,high
2770,place,Barbe,Barbe,Barbe,1,vol4_index:1,"An unidentified place, possibly referring to a coastal location or fortification.",,low
2771,place,Banbury,Banbery,Banbery,1,vol4_index:1,"A market town in Oxfordshire, England, with medieval origins and historical significance.",tgn:7456178,high
2773,place,Barnbury,Beranburie,Beranburie,1,vol4_index:1,"Possibly an alternative form of Banbury or another settlement with similar name, location uncertain.",,low
2775,place,Orkney Islands,Orkenlis,Orkenlis,1,vol4_index:1,"An archipelago off the northeastern coast of Scotland, historically significant in Norse and Scottish history.",tgn:7009805,medium
2776,place,Belesham,Belesham,Belesham,1,vol4_index:1,"An unidentified place, possibly referring to a settlement or manor in England.",,low
2778,place,Barton Church,Bertine Churche,Bertine Churche,1,vol4_index:1,Likely refers to a church dedicated to St. Bartholomew or located in a place called Barton.,,low
2779,place,Beverley Minster,Beuerley Churche,Beuerley Churche,1,vol4_index:1,"The collegiate church of St. John and St. Martin in Beverley, East Yorkshire, England.",tgn:7456202,high
2780,place,College,Colledge,Colledge,1,vol4_index:1,"A college or educational institution, likely referring to a specific college mentioned in the Chronicles.",,low
2781,place,Bereford,Bereford,Bereford,1,vol4_index:1,"A place name, possibly Berford or a similar location in medieval England.",,low
2782,place,Berkeley,Berkley,Berkley,1,vol4_index:1,"Berkeley, a town in Gloucestershire, England, famous for Berkeley Castle.",tgn:7011141,high
2784,place,Billingsgate,Bellings gate,Bellings gate,1,vol4_index:1,"Billingsgate, a ward and historic fish market area in the City of London.",tgn:7297926,high
2785,place,Bellius Castle,Bellius castle,Bellius castle,1,vol4_index:1,"An unidentified castle, possibly a variant spelling of a medieval fortification.",,low
2791,place,Saint Columba's,Saint Columbes,Saint Columbes,1,vol4_index:1,"A church or monastery dedicated to Saint Columba, likely in Scotland or Ireland.",,medium
2792,place,Glastonbury,Glaste burie,Glaste burie,1,vol4_index:1,"Glastonbury, a town in Somerset, England, famous for its abbey and Arthurian legends.",tgn:7011102,high
2793,place,Begemini,Begemini,Begemini,1,vol4_index:1,"An unidentified place name, possibly a medieval settlement or location.",,low
2795,place,Bensington,Bensington,Bensington,1,vol4_index:1,"Bensington, now Benson, a village in Oxfordshire, England, site of an important Anglo-Saxon battle.",tgn:7010899,high
2796,place,Beeston Castle,Beeston Castle,Beeston Castle,1,vol4_index:1,"Beeston Castle, a medieval fortress in Cheshire, England, built in the 1220s.",tgn:7297806,high
2797,place,Beeland,Beeland,Beeland,1,vol4_index:1,"An unidentified place name, possibly a medieval settlement or region.",,low
2799,place,Beertwell,Beertwell,Beertwell,1,vol4_index:1,"An unidentified place name, possibly a well or settlement in medieval England.",,low
2800,place,Bellême,Belesme,Belesme,1,vol4_index:1,"Bellême, a town in Normandy, France, seat of the powerful Bellême family.",tgn:7008038,high
2801,place,Beaner,Beaner,Beaner,1,vol4_index:1,"An unidentified place name, possibly a medieval settlement or location.",,low
2803,place,Beanton,Beanton,Beanton,1,vol4_index:1,"An unidentified place name, possibly a medieval settlement in England.",,low
2807,place,Holt,Holt,Holt,1,vol4_index:1,"Holt, possibly referring to one of several English towns named Holt, such as in Norfolk or Denbighshire.",,medium
2808,place,Beuerstane,Beuerstane,Beuerstane,1,vol4_index:1,"An unidentified place name, possibly Beverstone or a similar medieval settlement.",,low
2809,place,Bellencumbre,Bellencumbre,Bellencumbre,1,vol4_index:1,"An unidentified place name, possibly a Norman or French location mentioned in medieval records.",,low
2810,place,Barking,Berking,Berking,1,vol4_index:1,"Barking, a town in Essex, England, famous for its medieval abbey.",tgn:7011152,high
2812,place,Beauvoisin,Beauvoisin,Beauvoisin,1,vol4_index:1,"Beauvoisin, likely referring to a Norman location or family holding in France.",,medium
2814,place,Berwick Castle,Berwick Castle,Berwick Castle,1,vol4_index:1,"Castle at Berwick-upon-Tweed, a strategic fortification on the Anglo-Scottish border.",,high
2815,place,Beaumaris,Beaumaries,Beaumaries,1,vol4_index:1,"Town and castle on Anglesey, Wales, built by Edward I during his conquest of Wales.",tgn:7026915,high
2821,place,Chester-le-Street,Chester in the Streete,Chester in the Streete,1,vol4_index:1,"Town in County Durham, England, historically significant as a bishopric seat.",tgn:7026834,high
